Prod_ID;Prod_model;Parent_ID;Prod_Status;Prod_tax;Prod_sort;Prod_lang;Product_Name;Manufacturer;Manuf_number;Manufacturer lookup;Manu_ID lookup;ProductDescription1;Images;Images_MED;Images_LRG;ShippingWeight;Weight;Caliber;Velocity;InStockQuantity;QBItem;WNet;CAD;GST;Duty 6.5%;Shipping;Cad_COST;CAD_Selling;SmallImageURL;Prod_Category;PRODUCT_CAY_NUM;CATEGORY;CATNUM; AI;AJ;SKU;Category1
633;PY-2578-5115;0;1;1;0;1;Beeman HW97K Thumbhole Stock Air Rifle;Beeman;16;;;" HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Includes 1&quot; scope rings and hex wrenches ";pyr/Beeman-HW97-BlackLine_BN-1108A_rifle_lg.jpg;pyr/Beeman-HW97-BlackLine_BN-1108A_rifle_lg.jpg;pyr/Beeman-HW97-BlackLine_BN-1108A_rifle_lg.jpg;4.54;2.06;0.22;750;100;BN-1110A;518.67;569.55;28.48;38.87;2;610.42;732.51;pyrsm/Beeman-HW97-BlackLine_BN-1108A_rifle_sm.jpg;AIR RIFLES;12;;;PY-2578-5115;;PY-3261;AIRSOFT GUNS
634;PY-2578;0;1;1;0;1;Beeman HW97K Thumbhole Stock Air Rifle;Beeman;16;;;" HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Includes 1&quot; scope rings and hex wrenches ";pyr/Beeman-HW97-BlackLine_BN-1108A_rifle_lg.jpg;pyr/Beeman-HW97-BlackLine_BN-1108A_rifle_lg.jpg;pyr/Beeman-HW97-BlackLine_BN-1108A_rifle_lg.jpg;4.54;2.06;0.22;750;;;0;0;0;0;2;2;2.4;pyrsm/Beeman-HW97-BlackLine_BN-1108A_rifle_sm.jpg;AIR RIFLES;12;;;PY-2578;;PY-3266;AIRSOFT GUNS
635;PY-2579-5116;0;1;1;0;1;Beeman HW97K Air Rifle Stainless Steel;Beeman;16;;;" HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Metal finished in stainless steel Includes 1&quot; scope rings and hex wrenches ";pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;4.54;2.06;0.177;930;100;BN-1111A;592.11;650.2;32.51;44.38;2;696.57;835.89;pyrsm/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_sm.jpg;AIR RIFLES;12;;;PY-2579-5116;;PY-3268;AIRSOFT GUNS
636;PY-2579-5117;0;1;1;0;1;Beeman HW97K Air Rifle Stainless Steel;Beeman;16;;;" HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Metal finished in stainless steel Includes 1&quot; scope rings and hex wrenches ";pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;4.54;2.06;0.22;750;100;BN-1113A;592.11;650.2;32.51;44.38;2;696.57;835.89;pyrsm/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_sm.jpg;AIR RIFLES;12;;;PY-2579-5117;;PY-3269;AIRSOFT GUNS
637;PY-2579;0;1;1;0;1;Beeman HW97K Air Rifle Stainless Steel;Beeman;16;;;" HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Metal finished in stainless steel Includes 1&quot; scope rings and hex wrenches ";pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_lg.jpg;4.54;2.06;0.22;750;;;0;0;0;0;2;2;2.4;pyrsm/Beeman-HW97-Black-Line-STL_BN-1111A_rifle_sm.jpg;AIR RIFLES;12;;;PY-2579;;PY-3270;AIRSOFT GUNS
638;PY-2590-5146;0;1;1;0;1;Beeman HW97K Thumbhole Elite Series Air Rifle;Beeman;16;;; HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Includes mounted Bushnell Banner 4-12x40AO scope ;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;4.54;2.06;0.177;930;0;BN-1108ES;596.7;655.24;32.76;44.72;2;701.96;842.35;pyrsm/Beeman-HW97-Black-Line_BN-1108ES_rifle_sm.jpg;AIR RIFLES;12;;;PY-2590-5146;;PY-3291;AIRSOFT GUNS
639;PY-2590-5147;0;1;1;0;1;Beeman HW97K Thumbhole Elite Series Air Rifle;Beeman;16;;; HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Includes mounted Bushnell Banner 4-12x40AO scope ;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;4.54;2.06;0.22;750;0;BN-1110ES;596.7;655.24;32.76;44.72;2;701.96;842.35;pyrsm/Beeman-HW97-Black-Line_BN-1108ES_rifle_sm.jpg;AIR RIFLES;12;;;PY-2590-5147;;PY-3292;AIRSOFT GUNS
640;PY-2590;0;1;1;0;1;Beeman HW97K Thumbhole Elite Series Air Rifle;Beeman;16;;; HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Includes mounted Bushnell Banner 4-12x40AO scope ;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;pyr/Beeman-HW97-Black-Line_BN-1108ES_rifle_lg.jpg;4.54;2.06;0.22;750;;;0;0;0;0;2;2;2.4;pyrsm/Beeman-HW97-Black-Line_BN-1108ES_rifle_sm.jpg;AIR RIFLES;12;;;PY-2590;;PY-3293;AIRSOFT GUNS
641;PY-2591-5148;0;1;1;0;1;Beeman HW97K Stainless Elite Series Air Rifle;Beeman;16;;; HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Metal finished in stainless steel Includes mounted Bushnell Banner 4-12x40AO scope ;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;4.54;2.06;0.177;930;0;BN-1111ES;665.55;730.84;36.54;49.88;2;782.72;939.26;pyrsm/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_sm.jpg;AIR RIFLES;12;;;PY-2591-5148;;PY-3294;AIRSOFT GUNS
642;PY-2591-5149;0;1;1;0;1;Beeman HW97K Stainless Elite Series Air Rifle;Beeman;16;;; HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Metal finished in stainless steel Includes mounted Bushnell Banner 4-12x40AO scope ;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;4.54;2.06;0.22;750;0;BN-1113ES;665.55;730.84;36.54;49.88;2;782.72;939.26;pyrsm/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_sm.jpg;AIR RIFLES;12;;;PY-2591-5149;;PY-3295;AIRSOFT GUNS
643;PY-2591;0;1;1;0;1;Beeman HW97K Stainless Elite Series Air Rifle;Beeman;16;;; HW97K air rifle Spring-piston Underlever Single-shot 2-stage adjustable Rekord match trigger Sliding breech with anti-beartrap mechanism Automatic safety Muzzlebrake Synthetic stock with thumbhole Dual raised cheekpieces Rubber recoil pad Metal finished in stainless steel Includes mounted Bushnell Banner 4-12x40AO scope ;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;pyr/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_lg.jpg;4.54;2.06;0.22;750;;;0;0;0;0;2;2;2.4;pyrsm/Beeman-HW97K-Thumbhole-Elite-Series_BN-1111ES_rifle_sm.jpg;AIR RIFLES;12;;;PY-2591;;PY-3296;AIRSOFT GUNS
644;PY-P-635;0;1;1;0;1;Beeman .177 Cal, 7.2 Grains, Hollowpoint, Coated, 250ct;Beeman;16;;; .177 caliber 7.2 grains Coated hollowpoint 250 per tin ;pyr/BN-1222_2_Page.jpg;pyr/BN-1222_2_Page.jpg;pyr/BN-1222_2_Page.jpg;0.3;0.14;0.177;;100;BN-1222;1.98;2.17;0.11;0.15;2;4.32;5.19;pyrsm/BN-1222_2-SMALL.jpg;AMMO;20;;;PY-P-635;;PY-3298;AIRSOFT GUNS
645;PY-P-625;0;1;1;0;1;Beeman .177 Cal, 7.2 Grains, Hollowpoint, Coated, 500ct;Beeman;16;;;  .177 caliber 7.2 grains Coated hollowpoint 500 per tin ;pyr/BN-1230.jpg;pyr/BN-1230.jpg;pyr/BN-1230.jpg;0.41;0.19;0.177;;100;BN-1230;3.26;3.58;0.18;0.24;2;5.82;6.99;pyrsm/BN-1230_sm.jpg;AMMO;20;;;PY-P-625;;PY-3299;AIRSOFT GUNS
646;PY-P-626;0;1;1;0;1;Beeman .177 Cal, 7.7 Grains, Wadcutter, Coated, 500ct;Beeman;16;;; .177 caliber 7.7 grains Coated wadcutter 500 per tin ;pyr/Beeman1235_626.jpg;pyr/Beeman1235_626.jpg;pyr/Beeman1235_626.jpg;0.43;0.2;0.177;;0;BN-1235;3.03;3.33;0.17;0.23;2;5.55;6.67;pyrsm/Beeman1235_626sm.jpg;AMMO;20;;;PY-P-626;;PY-3300;AIRSOFT GUNS
647;PY-P-630;0;1;1;0;1;Beeman .177 Cal, 7.8 Grains, Wadcutter, Coated, 250ct;Beeman;16;;; .177 caliber 7.8 grains Coated wadcutter 250 per tin  ;pyr/BN-1261.jpg;pyr/BN-1261.jpg;pyr/BN-1261.jpg;0.31;0.14;0.177;;100;BN-1261;1.8;1.98;0.1;0.13;2;4.11;4.93;pyrsm/BN-1261_sm.jpg;AMMO;20;;;PY-P-630;;PY-3316;AIRSOFT GUNS
648;PY-P-624;0;1;1;0;1;Beeman .177 Cal, 8.53 Grains, Pointed, 250ct;Beeman;16;;; .177 caliber 8.53 grains Pointed 250 per tin ;pyr/BN-1225.jpg;pyr/BN-1225.jpg;pyr/BN-1225.jpg;0.32;0.15;0.177;;100;BN-1225;2.25;2.47;0.12;0.17;2;4.64;5.57;pyrsm/BN-1225_sm.jpg;AMMO;20;;;PY-P-624;;PY-3318;AIRSOFT GUNS
649;PY-P-627;0;1;1;0;1;Beeman .177 Cal, 8.53 Grains, Pointed, 500ct;Beeman;16;;; .177 caliber 8.53 grains  Pointed 500 per tin ;pyr/BN-1239.jpg;pyr/BN-1239.jpg;pyr/BN-1239.jpg;0.45;0.2;0.177;;100;BN-1239;3.81;4.18;0.21;0.29;2;6.47;7.76;pyrsm/BN-1239_sm.jpg;AMMO;20;;;PY-P-627;;PY-3319;AIRSOFT GUNS
650;PY-P-629;0;1;1;0;1;Beeman .22 Cal, 15.1 Grains, Pointed, 175ct;Beeman;16;;;This product will be soon be available with new packaging.    .22 caliber 15.1 grains Pointed 175 per tin ;pyr/BN-1249.jpg;pyr/BN-1249.jpg;pyr/BN-1249.jpg;0.35;0.16;0.22;;100;BN-1249;2.99;3.28;0.16;0.22;2;5.51;6.61;pyrsm/BN-1249_sm.jpg;AMMO;20;;;PY-P-629;;PY-3320;AIRSOFT GUNS
651;PY-P-628;0;1;1;0;1;Beeman .22 Cal, 15.2 Grains, Round Nose, 175ct;Beeman;16;;; .22 caliber 15.2 grains  Round nose 175 per tin ;pyr/BN-1245.jpg;pyr/BN-1245.jpg;pyr/BN-1245.jpg;0.35;0.16;0.22;;100;BN-1245;2.71;2.98;0.15;0.2;2;5.18;6.21;pyrsm/BN-1245_sm.jpg;AMMO;20;;;PY-P-628;;PY-3325;AIRSOFT GUNS
652;PY-P-298;0;1;1;0;1;Beeman Crow Magnum .177 Cal, 8.80 Grains, Hollowpoint, 300ct;Beeman;16;;; .177 caliber 8.8 grains Hollowpoint 300 pellets ;pyr/Beeman-Crow-Magnum-177cal-300ct_BN-42177_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-177cal-300ct_BN-42177_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-177cal-300ct_BN-42177_pellet_lg.jpg;0.35;0.16;0.177;;100;BN-42177;5.88;6.46;0.32;0.44;2;8.9;10.68;pyrsm/Beeman-Crow-Magnum-177cal-300ct_BN-42177_pellet_sm.jpg;AMMO;20;;;PY-P-298;;PY-3326;AIRSOFT GUNS
653;PY-P-303;0;1;1;0;1;Beeman Crow Magnum .20 Cal, 12.81 Grains, Hollowpoint, 200ct;Beeman;16;;; .20 caliber 12.81 grains Hollowpoint 200 pellets ;pyr/Beeman-Crow-Magnum-20cal-200ct_BN-42020_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-20cal-200ct_BN-42020_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-20cal-200ct_BN-42020_pellet_lg.jpg;0.34;0.15;0.2;;0;BN-42020;5.28;5.8;0.29;0.4;2;8.19;9.83;pyrsm/Beeman-Crow-Magnum-20cal-200ct_BN-42020_pellet_sm.jpg;AMMO;20;;;PY-P-303;;PY-3329;AIRSOFT GUNS
654;PY-P-302;0;1;1;0;1;Beeman Crow Magnum .22 Cal, 18.21 Grains, Hollowpoint, 200ct;Beeman;16;;; .22 caliber 18.21 grains Hollowpoint 200 pellets ;pyr/Beeman-Crow-Magnum-22cal-200ct_BN-42022_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-22cal-200ct_BN-42022_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-22cal-200ct_BN-42022_pellet_lg.jpg;0.41;0.19;0.22;;100;BN-42022;5.51;6.05;0.3;0.41;2;8.46;10.16;pyrsm/Beeman-Crow-Magnum-22cal-200ct_BN-42022_pellet_sm.jpg;AMMO;20;;;PY-P-302;;PY-3330;AIRSOFT GUNS
655;PY-P-316;0;1;1;0;1;Beeman Crow Magnum .25 Cal, 26.23 Grains, Hollowpoint, 150ct;Beeman;16;;; .25 caliber 26.23 grains Hollowpoint 150 pellets ;pyr/Beeman-Crow-Magnum-25cal-150ct_BN-42025_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-25cal-150ct_BN-42025_pellet_lg.jpg;pyr/Beeman-Crow-Magnum-25cal-150ct_BN-42025_pellet_lg.jpg;0.43;0.2;0.25;;100;BN-42025;4.77;5.24;0.26;0.36;2;7.6;9.11;pyrsm/Beeman-Crow-Magnum-25cal-150ct_BN-42025_pellet_sm.jpg;AMMO;20;;;PY-P-316;;PY-3331;AIRSOFT GUNS
656;PY-P-916;0;1;1;0;1;Beeman Devastator, .177 Cal, 7.1 Grains, Pointed, 300ct;Beeman;16;;; .177 caliber 7.1 grains Pointed 300 pellets </br>  This is not an ordinary pointed pellet! The Beeman Devastator pellet's patented design has a hollow head and a projecting point coming out of it. Around the edge of the hollowpoint are nicks.  On impact, these nicks create an extreme mushrooming effect that forces the point to project even further. Unique but also amazingly effective! Having the qualities of both a hollowpoint and a pointed pellet, this lead projectile will prove highly effective for hunters and pest eliminators. The mushrooming hollowpoint is the first hit, but the extra penetration of the point is like a second hit on the same quarry.  The world's only partitioned hollowpoint pellet!;pyr/Beeman-Devastator-177cal_BN-52177_pellet_lg.jpg;pyr/Beeman-Devastator-177cal_BN-52177_pellet_lg.jpg;pyr/Beeman-Devastator-177cal_BN-52177_pellet_lg.jpg;0.32;0.15;0.177;;100;BN-52177;6.43;7.06;0.35;0.48;2;9.54;11.45;pyrsm/Beeman-Devastator-177cal_BN-52177_sm.jpg;AMMO;20;;;PY-P-916;;PY-3333;AIRSOFT GUNS
657;PY-P-1009;0;1;1;0;1;Beeman Devastator, .22 Cal, 16.36 Grains, Pointed, 200ct;Beeman;16;;; .22 caliber 16.36 grains Pointed 200 pellets ;pyr/Beeman-Devastator-Pellet-22cal_BN-52022_lg.jpg;pyr/Beeman-Devastator-Pellet-22cal_BN-52022_lg.jpg;pyr/Beeman-Devastator-Pellet-22cal_BN-52022_lg.jpg;0.39;0.18;0.22;;100;BN-52022;6.7;7.36;0.37;0.5;2;9.86;11.83;pyrsm/Beeman-Devastator-Pellet-22cal_BN-52022_sm.jpg;AMMO;20;;;PY-P-1009;;PY-3337;AIRSOFT GUNS
658;PY-P-919;0;1;1;0;1;Beeman ECO Field Target Special .177 Cal, 5.56 Grains, Domed, Lead-Free, 300ct;Beeman;16;;; .177 caliber 5.56 grains Domed Lead-free 300 pellets   If you prefer lead-free pellets, then these Beeman ECO pellets made by Germany's H&N Sport should be your No. 1 pick. Quality control is top-notch. You'll be giving up nothing when it comes to lead-free airgun pellets.  Although these are lead-free pellets, the tape that goes around the tin has warnings about the hazards of lead exposure. Be assured that the contents of the tin are, indeed, lead-free. This is just the standard tape H&N uses on all its pellet tins.;pyr/Beeman-ECO-FTS-177cal_BN-50177_lg.jpg;pyr/Beeman-ECO-FTS-177cal_BN-50177_lg.jpg;pyr/Beeman-ECO-FTS-177cal_BN-50177_lg.jpg;0.29;0.13;0.177;;100;BN-50177;9.55;10.49;0.52;0.72;2;13.2;15.84;pyrsm/Beeman-ECO-FTS-177cal_BN-50177_sm.jpg;AMMO;20;;;PY-P-919;;PY-3338;AIRSOFT GUNS
659;PY-P-918;0;1;1;0;1;Beeman ECO Field Target Special .22 Cal, 9.57 Grains, Domed, Lead-Free, 200ct;Beeman;16;;; .22 caliber 9.57 grains Domed Lead-free 200 pellets   Many lead-free pellets are extremely light. The Beeman .22 lead-free pellet still has enough weight to deliver a punch if you hunt with an air rifle.  Although these are lead-free pellets, the tape that goes around the tin has warnings about the hazards of lead exposure. Be assured that the contents of the tin are, indeed, lead-free. This is just the standard tape H&N uses on all its pellet tins.;pyr/Beeman-ECO-FTS-22cal_BN-50022_lg.jpg;pyr/Beeman-ECO-FTS-22cal_BN-50022_lg.jpg;pyr/Beeman-ECO-FTS-22cal_BN-50022_lg.jpg;0.3;0.14;0.22;;100;BN-50022;11.71;12.86;0.64;0.88;2;15.74;18.88;pyrsm/Beeman-ECO-FTS-22cal_BN-50022_sm.jpg;AMMO;20;;;PY-P-918;;PY-3341;AIRSOFT GUNS
660;PY-P-921;0;1;1;0;1;Beeman ECO Kodiak .177 Cal, 6.48 Grains, Domed, Lead-Free, 300ct;Beeman;16;;; .177 caliber 6.48 grains Domed Lead-free 300 pellets   Although these are lead-free pellets, the tape that goes around the tin has warnings about the hazards of lead exposure. Be assured that the contents of the tin are, indeed, lead-free. This is just the standard tape H&N uses on all its pellet tins.  If you prefer lead-free pellets but don't want to give up your Beeman Kodiaks, which are known to be accurate in most airguns, then the Beeman ECO pellet is the perfect solution. Same high-quality manufacturing by H&N Sport in Germany.;pyr/Beeman-ECO-Kodiak-177cal_BN-51177_lg.jpg;pyr/Beeman-ECO-Kodiak-177cal_BN-51177_lg.jpg;pyr/Beeman-ECO-Kodiak-177cal_BN-51177_lg.jpg;0.31;0.14;0.177;;100;BN-51177;10.65;11.69;0.58;0.8;2;14.49;17.39;pyrsm/Beeman-ECO-Kodiak-177cal_BN-51177_sm.jpg;AMMO;20;;;PY-P-921;;PY-3342-6421;AIRSOFT GUNS
661;PY-P-336;0;1;1;0;1;Beeman Field Target Special .177 Cal, 8.64 Grains, Round Nose, 300ct;Beeman;16;;; .177 caliber 8.64 grains Round nose 300 pellets ;pyr/Beeman-FTS-177cal-300ct_BN-47177_pellet_large.jpg;pyr/Beeman-FTS-177cal-300ct_BN-47177_pellet_large.jpg;pyr/Beeman-FTS-177cal-300ct_BN-47177_pellet_large.jpg;0.35;0.16;0.177;;100;BN-47177;5.97;6.56;0.33;0.45;2;9;10.8;pyrsm/Beeman-FTS-177cal-300ct_BN-47177_pellet_small.jpg;AMMO;20;;;PY-P-336;;PY-3342-6422;AIRSOFT GUNS
662;PY-P-373;0;1;1;0;1;Beeman Field Target Special .22 Cal, 14.66 Grains, Domed, 200ct;Beeman;16;;; .22 caliber 14.66 grains Domed 200 pellets ;pyr/Beeman-FTS-22cal-200ct_BN-47022_pellet_lg.jpg;pyr/Beeman-FTS-22cal-200ct_BN-47022_pellet_lg.jpg;pyr/Beeman-FTS-22cal-200ct_BN-47022_pellet_lg.jpg;0.37;0.17;0.22;;100;BN-47022;5.42;5.95;0.3;0.41;2;8.36;10.03;pyrsm/Beeman-FTS-22cal-200ct_BN-47022_pellet_sm.jpg;AMMO;20;;;PY-P-373;;PY-3342;AIRSOFT GUNS
663;PY-P-335;0;1;1;0;1;Beeman Field Target Specials .20 Cal, 11.42 Grains, Domed, 200ct;Beeman;16;;; .20 caliber 11.42 grains Domed 200 pellets ;pyr/Beeman-FTS-20cal-200ct_BN-47020_pellet_lg.jpg;pyr/Beeman-FTS-20cal-200ct_BN-47020_pellet_lg.jpg;pyr/Beeman-FTS-20cal-200ct_BN-47020_pellet_lg.jpg;0.33;0.15;0.2;;100;BN-47020;5.28;5.8;0.29;0.4;2;8.19;9.83;pyrsm/Beeman-FTS-20cal-200ct_BN-47020_pellet_sm.jpg;AMMO;20;;;PY-P-335;;PY-3343-6423;AIRSOFT GUNS
664;PY-P-832;0;1;1;0;1;Beeman FTS Copper .177 Cal, 8.80 Grains, Domed, 300ct;Beeman;16;;; .177 8.80 grains Copper-coated lead Domed 300 per tin ;pyr/Beeman-FTS-Copper-177cal_BN-41077_pellet_lg.jpg;pyr/Beeman-FTS-Copper-177cal_BN-41077_pellet_lg.jpg;pyr/Beeman-FTS-Copper-177cal_BN-41077_pellet_lg.jpg;0.35;0.16;0.177;;100;BN-40177;6.48;7.12;0.36;0.49;2;9.6;11.52;pyrsm/Beeman-FTS-Copper-177cal_BN-41077_pellet_sm.jpg;AMMO;20;;;PY-P-832;;PY-3343-6424;AIRSOFT GUNS
665;PY-P-613;0;1;1;0;1;Beeman FTS Copper Plated .22 Cal, 14.72 Grains, Domed, 200ct;Beeman;16;;; .22 caliber 14.72 grains Domed Copper-coated lead 200 per tin ;pyr/Beeman-FTS-Copper-Plated-20cal-200ct_BN-40022_pellet_lg.jpg;pyr/Beeman-FTS-Copper-Plated-20cal-200ct_BN-40022_pellet_lg.jpg;pyr/Beeman-FTS-Copper-Plated-20cal-200ct_BN-40022_pellet_lg.jpg;0.37;0.17;0.22;;100;BN-40022;6.29;6.91;0.35;0.47;2;9.38;11.25;pyrsm/Beeman-FTS-Copper-Plated-20cal-200ct_BN-40022_pellet_sm.jpg;AMMO;20;;;PY-P-613;;PY-3343;AIRSOFT GUNS
666;PY-P-771;0;1;1;0;1;Beeman H&N High Speed Match .177 Cal, 7.56 Grains, Wadcutter, 300ct;Beeman;16;;; .177 caliber 7.56 grains Wadcutter 300 pellets ;pyr/Beeman-HN-Match-177cal-300ct_BN-43077_pellet_lg.jpg;pyr/Beeman-HN-Match-177cal-300ct_BN-43077_pellet_lg.jpg;pyr/Beeman-HN-Match-177cal-300ct_BN-43077_pellet_lg.jpg;0.33;0.15;0.177;;100;BN-43077;5.88;6.46;0.32;0.44;2;8.9;10.68;pyrsm/Beeman-HN-Match-177cal-300ct_BN-43077_pellet_sm.jpg;AMMO;20;;;PY-P-771;;PY-3344-6425;AIRSOFT GUNS
667;PY-P-460;0;1;1;0;1;Beeman H&N Match .177 Cal, 8.18 Grains, Wadcutter, 300ct;Beeman;16;;; .177 caliber 8.18 grains Wadcutter 300 pellets ;pyr/Beeman-HN-Match-177cal-300ct_BN-43177_pellet_lg.jpg;pyr/Beeman-HN-Match-177cal-300ct_BN-43177_pellet_lg.jpg;pyr/Beeman-HN-Match-177cal-300ct_BN-43177_pellet_lg.jpg;0.34;0.15;0.177;;100;BN-43177;5.88;6.46;0.32;0.44;2;8.9;10.68;pyrsm/Beeman-HN-Match-177cal-300ct_BN-43177_pellet_sm.jpg;AMMO;20;;;PY-P-460;;PY-3344-6426;AIRSOFT GUNS
668;PY-P-461;0;1;1;0;1;Beeman H&N Match .20 Cal, 10.03 Grains, Wadcutter, 200ct;Beeman;16;;; .20 caliber 10.03 grains Wadcutter 200 pellets ;pyr/Beeman-HN-Match-20cal-200ct_BN-43020_pellet_lg.jpg;pyr/Beeman-HN-Match-20cal-200ct_BN-43020_pellet_lg.jpg;pyr/Beeman-HN-Match-20cal-200ct_BN-43020_pellet_lg.jpg;0.31;0.14;0.2;;0;BN-43020;5.1;5.6;0.28;0.38;2;7.98;9.58;pyrsm/Beeman-HN-Match-20cal-200ct_BN-43020_pellet_sm.jpg;AMMO;20;;;PY-P-461;;PY-3344;AIRSOFT GUNS
669;PY-P-462;0;1;1;0;1;Beeman H&N Match .22 Cal, 13.73 Grains, Wadcutter, 200ct;Beeman;16;;; .22 caliber 13.73 grains Wadcutter 200 pellets ;pyr/Beeman-HN-Match-22cal-200ct_BN-43022_pellet_lg.jpg;pyr/Beeman-HN-Match-22cal-200ct_BN-43022_pellet_lg.jpg;pyr/Beeman-HN-Match-22cal-200ct_BN-43022_pellet_lg.jpg;0.36;0.16;0.22;;0;BN-43022;5.14;5.64;0.28;0.39;2;8.03;9.64;pyrsm/Beeman-HN-Match-22cal-200ct_BN-43022_pellet_sm.jpg;AMMO;20;;;PY-P-462;;PY-3345;AIRSOFT GUNS
